iso3c,year,EducationSpending,GDPpc,income
HRV,2016,4.89622449874878,25318.9781462309,High income
HRV,2011,4.12564992904663,21139.9671117447,High income
HRV,2010,4.22721004486084,20088.0434492854,High income
HRV,2019,3.95437002182007,32123.9961324849,High income
HRV,2017,3.88921999931335,27267.3226459382,High income
HRV,2012,5.22161388397217,21509.8915802731,High income
HRV,2014,5.17615127563477,22409.2640184121,High income
HRV,2020,4.43442010879517,30447.1595346254,High income
HRV,2013,4.53844022750854,22182.4605168977,High income
HRV,2018,3.94578003883362,28980.4492302311,High income
HRV,2015,4.96908521652222,23391.1011523166,High income
CUB,2015,8.96333694458008,,Upper middle income
CUB,2012,11.5516605377197,,Upper middle income
CUB,2013,10.6716957092285,,Upper middle income
CUB,2014,9.6074686050415,,Upper middle income
CUB,2018,,,Upper middle income
CUB,2011,,,Upper middle income
CUB,2016,9.01313304901123,,Upper middle income
CUB,2017,,,Upper middle income
CUB,2010,12.8373098373413,,Upper middle income
CUB,2019,9.04696941375732,,Upper middle income
CUB,2020,11.5247964859009,,Upper middle income
CUW,2013,5.10559988021851,24981.9569379245,High income
CUW,2015,7.36069011688232,24348.8513284734,High income
CUW,2016,7.23445272445679,24032.932502408,High income
CUW,2019,6.62462139129639,24917.401660618,High income
CUW,2017,,24795.5934776245,High income
CUW,2018,6.81298160552979,24988.3138465185,High income
CUW,2014,,24583.793247654,High income
CUW,2012,6.29371309280396,25186.859429047,High income
CUW,2010,,25953.0970954179,High income
CUW,2011,,26251.3628228418,High income
CUW,2020,7.72570848464966,21022.1940908006,High income
CYP,2014,6.42111015319824,30080.26953125,High income
CYP,2017,5.69961977005005,38288.0078125,High income
CYP,2013,6.46747016906738,30375.125,High income
CYP,2018,5.0396294593811,40559.234375,High income
CYP,2016,6.11811017990112,35718.98046875,High income
CYP,2015,6.30491018295288,31815.0703125,High income
CYP,2012,5.91185474395752,31834.5078125,High income
CYP,2019,5.21296977996826,44686.71875,High income
CYP,2020,5.68628978729248,42798.01953125,High income
CYP,2010,6.52559995651245,33417.7578125,High income
CYP,2011,6.52042007446289,33313.4765625,High income
DNK,2015,7.01041460037231,49045.3391904109,High income
DNK,2014,7.634850025177,47901.4473627066,High income
DNK,2017,7.11585998535156,55356.680780178,High income
DNK,2010,8.55955028533936,42995.6175669409,High income
DNK,2016,7.4769401550293,51976.0057060956,High income
DNK,2012,7.23782014846802,44803.9682421214,High income
DNK,2011,8.48486042022705,44403.3848413929,High income
DNK,2019,6.9096999168396,60787.4633578269,High income
DNK,2020,7.38911008834839,62529.2510567035,High income
DNK,2013,8.49442958831787,46726.8541437832,High income
DNK,2018,7.00015020370483,57482.9623999067,High income
DJI,2016,3.92226004600525,4263.13340598945,Lower middle income
DJI,2013,4.64782524108887,3730.36651230337,Lower middle income
DJI,2015,3.59894990921021,4144.97437037023,Lower middle income
DJI,2019,,4970.33421940026,Lower middle income
DJI,2012,6.35127544403076,,Lower middle income
DJI,2011,,,Lower middle income
DJI,2010,4.49022006988525,,Lower middle income
DJI,2014,4.38407516479492,3897.11431214617,Lower middle income
DJI,2020,,5025.84273613775,Lower middle income
DJI,2018,3.75143003463745,4699.70967027594,Lower middle income
DJI,2017,3.73344993591309,4451.68384614482,Lower middle income
DMA,2015,3.40858006477356,11327.0814065906,Upper middle income
DMA,2018,5.15360450744629,12134.1656882497,Upper middle income
DMA,2014,4.52459239959717,11184.6419540366,Upper middle income
DMA,2013,4.46448278427124,10470.2632741031,Upper middle income
DMA,2011,,10521.0831482032,Upper middle income
DMA,2019,5.53449010848999,12921.1246600288,Upper middle income
DMA,2012,4.39310455322266,10245.1427621303,Upper middle income
DMA,2010,,10328.0742198196,Upper middle income
DMA,2016,5.12971973419189,12159.6207660102,Upper middle income
DMA,2017,4.76675081253052,11511.6064241415,Upper middle income
DMA,2020,4.69630002975464,10830.3283754644,Upper middle income
DOM,2018,3.91821074485779,17904.4502873475,Upper middle income
DOM,2014,3.62243437767029,13321.7670656573,Upper middle income
DOM,2013,3.62818145751953,12348.4253354838,Upper middle income
DOM,2017,3.9202675819397,16524.5338420587,Upper middle income
DOM,2016,3.85049557685852,15911.1543901247,Upper middle income
DOM,2020,4.51769828796387,17707.6878853385,Upper middle income
DOM,2019,4.04276895523071,18941.7167791279,Upper middle income
DOM,2015,3.6040027141571,14564.9469530273,Upper middle income
DOM,2012,,11781.8868715091,Upper middle income
DOM,2010,,11317.472532971,Upper middle income
DOM,2011,,11760.6418938012,Upper middle income
ECU,2016,4.36274814605713,11068.8568481159,Upper middle income
ECU,2013,5.00464010238647,11142.6783620139,Upper middle income
ECU,2012,4.64307022094727,10304.8889975552,Upper middle income
ECU,2014,5.26099014282227,11708.6529969655,Upper middle income
ECU,2015,4.99870014190674,11071.2947208291,Upper middle income
ECU,2020,4.11401987075806,10937.1067659167,Upper middle income
ECU,2017,4.6142578125,11679.4302342769,Upper middle income
ECU,2019,4.22565984725952,11873.2893067757,Upper middle income
ECU,2011,4.72689008712769,9861.50358079158,Upper middle income
ECU,2018,4.62145519256592,11887.4922454745,Upper middle income
ECU,2010,4.50743007659912,9104.36406319143,Upper middle income
EGY,2018,,11636.4988438313,Lower middle income
EGY,2015,3.93084812164307,10890.2417857169,Lower middle income
EGY,2017,,10995.0056689479,Lower middle income
EGY,2019,,12280.6063924863,Lower middle income
EGY,2011,3.3442964553833,9178.85358944855,Lower middle income
EGY,2016,,10593.7478005893,Lower middle income
EGY,2014,4.25138568878174,10306.9158926043,Lower middle income
EGY,2013,4.12252616882324,10623.7378888843,Lower middle income
EGY,2010,3.54265189170837,9033.34440516636,Lower middle income
EGY,2020,,12661.181204072,Lower middle income
EGY,2012,3.36830472946167,10506.9681019305,Lower middle income
SLV,2017,3.7252299785614,8617.92170824529,Lower middle income
SLV,2018,3.60575008392334,9024.79266988161,Lower middle income
SLV,2016,3.82523989677429,8174.47412527597,Lower middle income
SLV,2012,3.7124400138855,6622.57462932175,Lower middle income
SLV,2019,3.38710999488831,9398.02882143611,Lower middle income
SLV,2020,3.65957999229431,8759.14515976971,Lower middle income
SLV,2011,3.89854001998901,6542.94498027132,Lower middle income
SLV,2010,4.04807996749878,6200.23976659878,Lower middle income
SLV,2013,3.80149006843567,6966.57224149774,Lower middle income
SLV,2015,3.90987992286682,7712.37270522968,Lower middle income
SLV,2014,3.82416009902954,7332.90444933331,Lower middle income
GNQ,2016,,17771.5627993416,Upper middle income
GNQ,2012,,32457.5507821101,Upper middle income
GNQ,2018,,18192.0499087507,Upper middle income
GNQ,2011,,29556.1131009785,Upper middle income
GNQ,2015,,20858.0964445122,Upper middle income
GNQ,2017,,19617.8447053636,Upper middle income
GNQ,2013,,30083.8920985237,Upper middle income
GNQ,2014,,29197.6917281299,Upper middle income
GNQ,2010,,28424.5193646018,Upper middle income
GNQ,2019,,16929.1427706189,Upper middle income
GNQ,2020,,15888.2846106791,Upper middle income
ERI,2016,,,Low income
ERI,2017,,,Low income
ERI,2012,,,Low income
ERI,2020,,,Low income
ERI,2013,,,Low income
ERI,2015,,,Low income
ERI,2010,,1496.07677946095,Low income
ERI,2019,,,Low income
ERI,2014,,,Low income
ERI,2011,,1628.75050902937,Low income
ERI,2018,,,Low income
EST,2015,5.14418983459473,29175.9259267894,High income
EST,2016,5.15763998031616,31312.7522996878,High income
EST,2014,4.39433002471924,28945.4653303277,High income
EST,2013,4.84388017654419,27464.5186781161,High income
EST,2012,4.71772003173828,25996.0467779508,High income
EST,2017,4.96131992340088,33821.93290847,High income
EST,2019,5.29571008682251,39578.0817172929,High income
EST,2010,5.51778984069824,21615.7400462342,High income
EST,2011,5.01449012756348,24557.2361475947,High income
EST,2020,5.51992988586426,40096.4801835409,High income
EST,2018,5.23997020721436,36410.1220937377,High income
SWZ,2019,5.69914817810059,8861.8149149591,Lower middle income
SWZ,2015,5.35494709014893,8580.6399912768,Lower middle income
SWZ,2016,5.43355321884155,8488.44930687642,Lower middle income
SWZ,2018,5.73687362670898,8544.51575774353,Lower middle income
SWZ,2017,6.17791414260864,8213.9206193606,Lower middle income
SWZ,2020,5.36010456085205,8754.78603812186,Lower middle income
SWZ,2010,6.11837005615234,7524.31039369291,Lower middle income
SWZ,2011,6.86432981491089,7814.51844166433,Lower middle income
SWZ,2013,5.08461046218872,8463.33412798927,Lower middle income
SWZ,2014,7.07059001922607,8557.26528645667,Lower middle income
SWZ,2012,5.5932822227478,8027.3054882824,Lower middle income
ETH,2011,5.48576021194458,1114.04597197907,Low income
ETH,2013,4.4985499382019,1261.11329988192,Low income
ETH,2019,4.48086929321289,2274.18556583461,Low income
ETH,2017,5.49905061721802,1987.96875367138,Low income
ETH,2010,4.49659013748169,1010.02202703432,Low income
ETH,2012,5.56678009033203,1191.44062232971,Low income
ETH,2020,4.09056520462036,2379.44788754796,Low income
ETH,2018,5.22011184692383,2117.15936214803,Low income
ETH,2016,5.06151390075684,1848.66111635863,Low income
ETH,2014,4.60201978683472,1488.62575532765,Low income
ETH,2015,5.15336132049561,1630.87746187943,Low income
FRO,2012,,,High income
FRO,2018,,,High income
FRO,2017,,,High income
FRO,2016,,,High income
FRO,2020,,,High income
FRO,2019,,,High income
FRO,2011,,,High income
FRO,2010,,,High income
FRO,2013,,,High income
FRO,2015,,,High income
FRO,2014,,,High income
FJI,2016,4.83590269088745,11999.677660921,Upper middle income
FJI,2012,4.46150588989258,8393.2607979997,Upper middle income
FJI,2018,5.03804206848145,13631.1751455916,Upper middle income
FJI,2011,4.17305994033813,7854.56662555927,Upper middle income
FJI,2015,4.80931758880615,11755.0861781429,Upper middle income
FJI,2017,4.88133430480957,12822.0135997922,Upper middle income
FJI,2013,3.88288998603821,9036.7683509059,Upper middle income
FJI,2010,,7518.39329745748,Upper middle income
FJI,2020,5.74741077423096,11575.8606853482,Upper middle income
FJI,2014,3.76960921287537,10738.2663948957,Upper middle income
FJI,2019,5.11768341064453,13803.1353861187,Upper middle income
FIN,2016,6.85153007507324,44934.4482077785,High income
FIN,2017,6.36311006546021,47570.133583848,High income
FIN,2013,7.12404012680054,41493.1416470359,High income
FIN,2012,7.14803981781006,40873.0953326066,High income
FIN,2020,6.6349401473999,53668.8190916817,High income
FIN,2015,7.03208017349243,42497.7049785783,High income
FIN,2010,6.50444984436035,38949.7244997518,High income
FIN,2019,6.41695022583008,52569.8000550589,High income
FIN,2014,7.10236978530884,41757.4021894413,High income
FIN,2011,6.44504976272583,40916.8385790274,High income
FIN,2018,6.27557992935181,49579.3310008278,High income
FRA,2020,5.67784023284912,49494.2900844931,High income
FRA,2018,5.40716981887817,46537.4740442591,High income
FRA,2015,5.46424007415771,40849.9973780501,High income
FRA,2010,5.65859603881836,35894.9921081735,High income
FRA,2017,5.45160007476807,44577.0645745394,High income
FRA,2016,5.41906976699829,42924.613626021,High income
FRA,2014,5.51206302642822,40144.0268283679,High income
FRA,2011,5.48298311233521,37439.2331426991,High income
FRA,2019,5.35443019866943,51240.0683019805,High income
FRA,2013,5.50037813186646,39521.6969847538,High income
FRA,2012,5.45646715164185,37677.7267932587,High income
PYF,2010,,,High income
PYF,2017,,,High income
PYF,2020,,,High income
PYF,2012,,,High income
PYF,2016,,,High income
PYF,2018,,,High income
PYF,2019,,,High income
PYF,2014,,,High income
PYF,2011,,,High income
PYF,2013,,,High income
PYF,2015,,,High income
GAB,2010,3.07808995246887,14084.5380314089,Upper middle income
GAB,2013,3.02971005439758,14437.7597324564,Upper middle income
GAB,2011,2.987459897995,14863.4623434247,Upper middle income
GAB,2020,3.39874076843262,14682.0637700704,Upper middle income
GAB,2019,2.8743097782135,15092.030603472,Upper middle income
GAB,2014,2.66667008399963,14721.9011453059,Upper middle income
GAB,2012,3.01340007781982,14628.6158794216,Upper middle income
GAB,2016,2.66773080825806,13749.8325459881,Upper middle income
GAB,2018,3.07154297828674,14597.1473084946,Upper middle income
GAB,2015,2.82435989379883,14113.8276706617,Upper middle income
GAB,2017,3.55570793151855,14478.1303050188,Upper middle income
GMB,2010,2.56322002410889,2254.05060363352,Low income
GMB,2019,2.65492939949036,2171.66461702187,Low income
GMB,2011,2.50116991996765,2049.34900065041,Low income
GMB,2018,2.36543989181519,2060.97463164647,Low income
GMB,2016,2.0244300365448,1918.69701578381,Low income
GMB,2013,1.81839001178741,1960.5849413212,Low income
GMB,2015,2.16002988815308,1913.41534731054,Low income
GMB,2012,2.63756990432739,2033.28100144189,Low income
GMB,2017,2.45919442176819,1927.0399420242,Low income
GMB,2014,2.23094010353088,1874.26266501645,Low income
GMB,2020,2.88734579086304,2157.0350327961,Low income
GEO,2015,3.16487407684326,12089.1694050447,Upper middle income
GEO,2018,3.5210599899292,14596.069289313,Upper middle income
GEO,2016,3.59386992454529,12858.4834001898,Upper middle income
GEO,2013,3.47322177886963,10611.7741169939,Upper middle income
GEO,2014,2.99768662452698,11575.547210705,Upper middle income
GEO,2019,3.86666989326477,15624.9700213762,Upper middle income
GEO,2020,3.8498592376709,14748.6321080538,Upper middle income
GEO,2010,2.80364799499512,7567.66412576382,Upper middle income
GEO,2011,2.5761399269104,8360.29720703065,Upper middle income
GEO,2012,1.90610003471375,9826.05275341086,Upper middle income
GEO,2017,3.57442998886108,13589.7073915159,Upper middle income
DEU,2017,4.87182998657227,53071.4555699913,High income
DEU,2015,4.85515022277832,47609.7810045816,High income
DEU,2014,4.92102003097534,47011.5510935131,High income
DEU,2010,5.09588003158569,38945.9217348604,High income
DEU,2018,4.97933006286621,55195.8405428372,High income
DEU,2016,4.83923006057739,50579.6839299266,High income
DEU,2013,4.93538999557495,44993.8927459315,High income
DEU,2020,5.58759021759033,57905.1795514844,High income
DEU,2011,4.98425006866455,42541.5310884096,High income
DEU,2019,5.11676979064941,58251.7730828469,High income
DEU,2012,4.92844009399414,43359.6148271723,High income
GHA,2018,3.8861300945282,5248.46349037158,Lower middle income
GHA,2015,4.4340500831604,5021.78868729592,Lower middle income
GHA,2017,3.53362989425659,4929.56795405121,Lower middle income
GHA,2016,4.39452981948853,4811.5728157153,Lower middle income
GHA,2020,3.40915989875793,5558.35626430583,Lower middle income
GHA,2014,4.39978981018066,5376.3088285794,Lower middle income
GHA,2019,3.15307116508484,5572.66918900611,Lower middle income
GHA,2010,5.54059982299805,3839.88575775856,Lower middle income
GHA,2011,8.14097023010254,4362.59288242843,Lower middle income
GHA,2013,4.57646989822388,5118.24213855469,Lower middle income
GHA,2012,7.91913986206055,4877.5822138332,Lower middle income
GIB,2017,,,High income
GIB,2012,,,High income
GIB,2013,,,High income
GIB,2020,,,High income
GIB,2011,,,High income
GIB,2019,,,High income
GIB,2010,,,High income
GIB,2016,,,High income
GIB,2018,,,High income
GIB,2015,,,High income
GIB,2014,,,High income
GRC,2016,4.01561069488525,27511.8010160972,High income
GRC,2015,3.66139006614685,26760.3633030256,High income
GRC,2018,3.59734010696411,29617.5483399732,High income
GRC,2012,4.58220291137695,24911.119631324,High income
GRC,2011,4.51630020141602,25671.5160853562,High income
GRC,2017,3.47708988189697,28604.8609402657,High income
GRC,2013,4.49511909484863,25986.6503155014,High income
GRC,2010,4.14056491851807,27908.2959239453,High income
GRC,2020,4.4971752166748,29088.2080577757,High income
GRC,2014,4.32135677337646,26625.0618096799,High income
GRC,2019,3.58606004714966,31611.2114428141,High income
GRL,2016,,,High income
GRL,2017,,,High income
GRL,2014,,,High income
GRL,2012,,,High income
GRL,2020,,,High income
GRL,2013,,,High income
GRL,2010,,,High income
GRL,2011,,,High income
GRL,2015,,,High income
GRL,2019,,,High income
GRL,2018,,,High income
GRD,2016,,13810.3877507994,Upper middle income
GRD,2015,4.23861026763916,13036.5608185486,Upper middle income
GRD,2019,,16046.9091506922,Upper middle income
GRD,2013,,10995.5692552144,Upper middle income
GRD,2014,4.47756576538086,12039.1120455495,Upper middle income
GRD,2012,5.07225894927979,10348.998514142,Upper middle income
GRD,2020,,13913.5316148746,Upper middle income
GRD,2010,5.07508230209351,10120.4261607276,Upper middle income
GRD,2011,5.48532342910767,10330.0829751361,Upper middle income
GRD,2017,3.17379999160767,14870.0314945401,Upper middle income
GRD,2018,3.55919337272644,15772.0480359911,Upper middle income
GUM,2019,,,High income
GUM,2018,,,High income
GUM,2015,,,High income
GUM,2014,,,High income
GUM,2020,,,High income
GUM,2017,,,High income
GUM,2013,,,High income
GUM,2010,,,High income
GUM,2016,,,High income
GUM,2012,,,High income
GUM,2011,,,High income
GTM,2011,2.96865010261536,6910.87650155221,Upper middle income
GTM,2020,3.29503011703491,8859.0117398945,Upper middle income
GTM,2013,2.88808989524841,7446.58800936721,Upper middle income
GTM,2018,3.13193988800049,8672.71778183822,Upper middle income
GTM,2010,2.8486499786377,6618.91603119075,Upper middle income
GTM,2019,3.19297003746033,9040.8341127902,Upper middle income
GTM,2017,2.95009994506836,8322.21680991504,Upper middle income
GTM,2014,2.98562002182007,7758.49316980639,Upper middle income
GTM,2015,3.03032994270325,8194.44068126819,Upper middle income
GTM,2012,3.00524997711182,7204.73293807874,Upper middle income
GTM,2016,2.94474005699158,8221.74642722194,Upper middle income
GIN,2019,1.85812997817993,2653.08255576108,Low income
GIN,2011,2.28742003440857,1726.18230728744,Low income
GIN,2010,2.55118989944458,1641.25010623557,Low income
GIN,2013,2.63421010971069,1784.69049911065,Low income
GIN,2018,2.38432002067566,2531.14057529939,Low income
GIN,2014,2.42281007766724,1775.50162800066,Low income
GIN,2020,2.43267011642456,2749.98350531136,Low income
GIN,2016,2.54450011253357,2045.09436780789,Low income
GIN,2017,2.3203399181366,2383.57886733462,Low income
GIN,2012,1.83370995521545,1772.70493061617,Low income
GIN,2015,2.51713991165161,1789.01845338399,Low income
GNB,2011,1.8578599691391,1398.11714311146,Low income
GNB,2012,2.00106000900269,1316.16757045201,Low income
GNB,2018,,1896.40698320205,Low income
GNB,2019,,1970.71280957178,Low income
GNB,2010,1.86082005500793,1301.00435881137,Low income
GNB,2017,,1872.30928139809,Low income
GNB,2014,,1338.01563292886,Low income
GNB,2015,,1551.03412227647,Low income
GNB,2020,,1904.6586341987,Low income
GNB,2013,2.13248991966248,1324.60821106599,Low income
GNB,2016,,1697.12904509961,Low income
GUY,2012,2.24131989479065,10640.67256082,Upper middle income
GUY,2016,4.73775005340576,11479.4620067513,Upper middle income
GUY,2013,,11198.1601399341,Upper middle income
GUY,2018,4.45058012008667,12671.6907730676,Upper middle income
GUY,2019,,13364.2356558326,Upper middle income
GUY,2017,4.6647801399231,12193.6216799111,Upper middle income
GUY,2015,3.89569997787476,11382.2423763029,Upper middle income
GUY,2014,4.36033010482788,11130.4944719803,Upper middle income
GUY,2011,2.50669002532959,10092.0824863061,Upper middle income
GUY,2020,,19462.9678636695,Upper middle income
GUY,2010,2.40938997268677,9351.78792317124,Upper middle income
HTI,2017,1.49846994876862,3200.04218273139,Lower middle income
HTI,2014,1.75226998329163,3005.80042244986,Lower middle income
HTI,2013,,2992.43035062304,Lower middle income
HTI,2010,,2683.68866152215,Lower middle income
HTI,2015,1.85497999191284,2938.04475749392,Lower middle income
HTI,2016,1.38776004314423,3138.54112526706,Lower middle income
HTI,2019,1.75941300392151,3244.29203133087,Lower middle income
HTI,2018,1.63715994358063,3286.586198242,Lower middle income
HTI,2020,1.371013879776,3136.84949392972,Lower middle income
HTI,2012,,2801.3504022268,Lower middle income
HTI,2011,,2846.88118194415,Lower middle income
HND,2012,6.29972791671753,3963.01577747711,Lower middle income
HND,2013,5.87492990493774,4067.28931450265,Lower middle income
HND,2014,7.0901198387146,4368.55568198245,Lower middle income
HND,2015,6.41297006607056,4729.15332160905,Lower middle income
HND,2016,6.30841255187988,5043.87148926827,Lower middle income
HND,2011,,3863.65134117965,Lower middle income
HND,2010,,3719.19614992612,Lower middle income
HND,2018,6.05646991729736,5694.95854300159,Lower middle income
HND,2019,5.93245983123779,5851.74245842515,Lower middle income
HND,2017,6.09336185455322,5447.69879159062,Lower middle income
HND,2020,5.97629117965698,5309.79017806841,Lower middle income
HKG,2014,3.57255005836487,54781.6471649487,High income
HKG,2016,3.29269003868103,57225.0899950887,High income
HKG,2017,3.30989003181458,59842.2129961658,High income
HKG,2013,3.76031994819641,53691.8374784984,High income
HKG,2011,3.41822004318237,52277.4664432843,High income
HKG,2020,4.40562009811401,59022.8355499417,High income
HKG,2019,3.81017994880676,62119.4019299544,High income
HKG,2012,3.50960993766785,52234.5923178244,High income
HKG,2015,3.26212000846863,56408.936273748,High income
HKG,2018,3.32624006271362,62523.1355943249,High income
HKG,2010,3.51003003120422,49190.5961019125,High income
HUN,2015,4.49539995193481,26798.8561893656,High income
HUN,2016,4.61547994613647,27941.926222302,High income
HUN,2012,4.14249992370605,23267.4498746336,High income
HUN,2014,4.60187005996704,25691.5220941027,High income
HUN,2017,4.61487007141113,29496.1684526324,High income
HUN,2013,4.18921995162964,24547.9868199445,High income
HUN,2019,4.22488021850586,35152.6138267694,High income
HUN,2010,4.72375011444092,21738.8960784857,High income
HUN,2020,4.15521001815796,35016.1447520501,High income
HUN,2018,4.62343978881836,31908.8522133813,High income
HUN,2011,4.5631799697876,23029.4538495545,High income
ISL,2018,7.56349992752075,57197.7586983627,High income
ISL,2011,6.78997993469238,40936.8690420931,High income
ISL,2020,8.61443996429443,55631.1648385695,High income
ISL,2010,6.9442400932312,39768.4199521825,High income
ISL,2014,7.6414098739624,45996.9584558991,High income
ISL,2012,7.58223009109497,42004.4384108363,High income
ISL,2015,7.4579701423645,49201.0731066935,High income
ISL,2013,7.44868993759155,44409.6744628703,High income
ISL,2017,7.58385992050171,55638.4819999486,High income
ISL,2019,7.60675001144409,60523.7969937167,High income
ISL,2016,7.43219995498657,53480.3780986266,High income
IND,2017,4.30639696121216,6112.06664981487,Lower middle income
IND,2018,,6590.8823009363,Lower middle income
IND,2010,3.377690076828,4215.58082753946,Lower middle income
IND,2015,4.11499166488647,5412.33623878395,Lower middle income
IND,2016,,5778.2696139291,Lower middle income
IND,2014,3.89878034591675,5187.25575944641,Lower middle income
IND,2012,4.08479833602905,4827.94597281719,Lower middle income
IND,2011,3.79618000984192,4467.46665451679,Lower middle income
IND,2020,4.2933497428894,6517.76138713158,Lower middle income
IND,2013,3.84467005729675,5016.92874631249,Lower middle income
IND,2019,,6897.77003734099,Lower middle income
IDN,2018,2.75422644615173,11671.4323303214,Lower middle income
IDN,2014,3.28800988197327,10233.985273926,Lower middle income
IDN,2010,2.81227993965149,8430.61541737509,Lower middle income
IDN,2019,2.84207797050476,12360.6917362653,Lower middle income
IDN,2013,3.35904002189636,10009.0106984785,Lower middle income
IDN,2012,3.40748000144958,9645.14919678524,Lower middle income
IDN,2015,3.58360004425049,10219.1764136999,Lower middle income
IDN,2011,3.18944001197815,9022.72137960157,Lower middle income
IDN,2020,3.49102473258972,12160.7167616838,Lower middle income
IDN,2017,2.66997861862183,10941.9209510231,Lower middle income
IDN,2016,3.56997132301331,10482.6989966051,Lower middle income
IRN,2015,2.62911009788513,13828.4385744264,Lower middle income
IRN,2013,2.85279011726379,15939.6805287849,Lower middle income
IRN,2012,2.93899989128113,16757.1920745737,Lower middle income
IRN,2018,3.61979007720947,15044.3691447389,Lower middle income
IRN,2016,3.17396998405457,14661.8394415995,Lower middle income
IRN,2011,3.48497009277344,18981.2307962315,Lower middle income
IRN,2010,3.70918011665344,18348.5152746936,Lower middle income
IRN,2019,3.25775003433228,14681.6873154341,Lower middle income
IRN,2017,3.45956993103027,15163.292311303,Lower middle income
IRN,2014,2.61668992042542,15704.9164160443,Lower middle income
IRN,2020,3.20495009422302,15240.7729143267,Lower middle income
IRQ,2014,,13005.7538004012,Upper middle income
IRQ,2012,,14279.2651536542,Upper middle income
IRQ,2016,,8920.04123490082,Upper middle income
IRQ,2017,,9976.85494186285,Upper middle income
IRQ,2015,,9198.73782919347,Upper middle income
IRQ,2020,,9343.7344106979,Upper middle income
IRQ,2013,,14517.4826075909,Upper middle income
IRQ,2019,,10736.1222640072,Upper middle income
IRQ,2011,,12825.6374233096,Upper middle income
IRQ,2018,,10235.3363597344,Upper middle income
IRQ,2010,,12098.9031111676,Upper middle income
IRL,2016,,71410.3692705502,High income
IRL,2014,,51238.8003290093,High income
IRL,2015,,69214.4219991568,High income
IRL,2010,,43202.9556944365,High income
IRL,2017,,78168.9677375394,High income
IRL,2013,,47797.1496727706,High income
IRL,2019,,90940.6347639116,High income
IRL,2020,3.27185988426208,97066.70605002,High income
IRL,2018,3.38675999641418,84918.3383814459,High income
IRL,2011,,45116.9884078781,High income
IRL,2012,,46283.7289661063,High income
IMN,2016,,,High income
IMN,2011,,,High income
IMN,2012,,,High income
IMN,2018,,,High income
IMN,2017,,,High income
IMN,2015,,,High income
IMN,2020,,,High income
IMN,2019,,,High income
IMN,2010,,,High income
IMN,2013,,,High income
IMN,2014,,,High income
ISR,2010,5.43390989303589,29294.2191691098,High income
ISR,2020,6.46229982376099,41204.4777075001,High income
ISR,2013,5.78415012359619,34740.4016861586,High income
ISR,2012,5.58893013000488,32322.6935237199,High income
ISR,2017,6.00771999359131,39448.1391458162,High income
ISR,2011,5.45581007003784,31161.7241769623,High income
ISR,2018,6.06284999847412,40231.9052581114,High income
ISR,2019,6.05673980712891,41513.4515105228,High income
ISR,2016,5.79980993270874,38208.3562401672,High income
ISR,2014,5.70471000671387,34740.3109095722,High income
ISR,2015,5.7976598739624,35864.2730015837,High income
ITA,2013,4.14367008209229,36314.6971007775,High income
ITA,2020,4.44194984436035,44202.235576921,High income
ITA,2017,4.04493999481201,41581.120790548,High income
ITA,2011,4.11568021774292,36598.0149693024,High income
ITA,2010,4.33411979675293,35152.3946399126,High income
ITA,2012,4.05601978302002,36486.2967870302,High income
ITA,2019,4.09527015686035,46470.0373265754,High income
ITA,2014,4.06127977371216,36194.873918843,High income
ITA,2015,4.07362985610962,36899.3852092463,High income
ITA,2016,3.81578993797302,39926.9546628592,High income
ITA,2018,4.25614023208618,43036.2437770367,High income
JAM,2013,6.25108003616333,8703.54096038148,Upper middle income
JAM,2012,6.11246013641357,8431.37511701029,Upper middle income
JAM,2011,6.26664018630981,8396.88131746746,Upper middle income
JAM,2010,6.37060022354126,8122.35000451553,Upper middle income
JAM,2019,5.16364002227783,10678.8416697581,Upper middle income
JAM,2014,6.01586008071899,8823.10863966968,Upper middle income
JAM,2015,5.45521020889282,9095.91982375761,Upper middle income
JAM,2018,5.41380977630615,10405.0339727082,Upper middle income
JAM,2016,5.31461000442505,9533.83414772863,Upper middle income
JAM,2020,5.61749505996704,9721.9701418673,Upper middle income
JAM,2017,5.26016998291016,9984.57711737026,Upper middle income
JPN,2010,3.59951996803284,35335.3618067425,High income
JPN,2016,3.14643001556396,40596.969432368,High income
JPN,2015,3.22902536392212,40898.8215991135,High income
JPN,2019,3.15533995628357,42678.1548656315,High income
JPN,2017,3.13057994842529,41444.2161387155,High income
JPN,2014,3.55158996582031,39555.4027967845,High income
JPN,2013,3.62496995925903,39402.0145970619,High income
JPN,2020,3.41698098182678,42381.4059705813,High income
JPN,2011,3.60527992248535,36214.4333706102,High income
JPN,2018,3.07782006263733,42141.9498641567,High income
JPN,2012,3.64741992950439,37605.9641633731,High income
JOR,2010,,9912.17240787013,Upper middle income
JOR,2014,,9457.5967281339,Upper middle income
JOR,2011,,10133.7715158402,Upper middle income
JOR,2016,3.45282006263733,9056.90986635996,Upper middle income
JOR,2020,,9748.10046489434,Upper middle income
JOR,2017,3.21305990219116,9629.10299712751,Upper middle income
JOR,2018,2.95461988449097,9814.92430533891,Upper middle income
JOR,2015,,9237.7181841311,Upper middle income
JOR,2013,,10320.7978810211,Upper middle income
JOR,2019,2.98846006393433,9939.03693667654,Upper middle income
JOR,2012,,10308.0439469425,Upper middle income
KAZ,2015,2.7885799407959,23224.1178353573,Upper middle income
KAZ,2019,2.8569700717926,27469.4150964182,Upper middle income
